0,0,0,21,
1,0,0,21,
2,0,0,21,
3,-16190,39,21,
4,-34285,83,15,
5,-20000,54,14,
6,-12857,45,8,
7,-10000,41,6,
8,0,22,4,
9,4761,13,3,
10,3333,17,2,
11,7619,9,1,
12,8095,8,1,
13,8571,7,1,
14,8095,8,1,
15,8095,8,1,
16,10000,5,0,
17,10000,4,0,
18,10000,4,0,
19,10000,4,0,
20,10000,3,0,
21,10000,3,0,
22,10000,2,0,
23,10000,2,0,
24,10000,2,0,
25,10000,1,0,
26,10000,1,0,
27,10000,1,0,
28,10000,1,0,
29,10000,1,0,
30,10000,1,0,
31,10000,1,0,
32,10000,1,0,
33,10000,1,0,
34,10000,1,0,
35,10000,1,0,
36,10000,1,0,
37,10000,1,0,
38,10000,1,0,
39,10000,1,0,
40,10000,1,0,
41,10000,1,0,
42,10000,1,0,
43,10000,1,0,
44,10000,1,0,
45,10000,1,0,
46,10000,1,0,
47,10000,2,0,
48,10000,2,0,
49,10000,2,0,
50,10000,2,0,
51,10000,2,0,
52,9523,2,1,
53,9523,2,1,
54,9523,2,1,
55,9523,2,1,
56,9523,2,1,
57,9523,2,1,
58,9523,2,1,
59,9523,2,1,
60,9523,2,1,
61,9523,2,1,
62,9523,2,1,
63,9523,2,1,
64,9523,2,1,
65,9523,2,1,
66,9523,2,1,
67,9523,2,1,
68,9523,2,1,
69,9523,2,1,
70,9523,2,1,
71,9523,2,1,
72,9523,2,1,
73,9523,2,1,
74,9523,1,1,
75,9523,1,1,
76,9523,1,1,
77,9523,1,1,
78,9523,1,1,
79,9523,1,1,
80,9523,1,1,
81,9523,1,1,
82,9523,1,1,
83,9523,1,1,
84,9523,1,1,
85,9523,1,1,
86,9523,1,1,
87,9523,1,1,
88,9523,1,1,
89,9523,1,1,
90,9523,1,1,
91,9523,1,1,
92,9523,1,1,
93,9523,1,1,
94,9523,1,1,
95,9523,1,1,
96,9523,1,1,
97,9523,1,1,
98,9523,1,1,
99,9523,1,1,
100,9523,1,1,
101,9523,1,1,
102,9523,1,1,
103,9523,1,1,
104,9523,1,1,
105,9523,1,1,
106,9523,1,1,
107,9523,1,1,
108,9523,1,1,
109,9047,3,2,
110,9047,3,2,
111,9047,3,2,
112,9047,3,2,
113,9047,3,2,
114,9047,3,2,
115,9047,3,2,
116,9047,3,2,
117,9047,3,2,
118,9047,1,2,
119,9047,1,2,
120,9047,1,2,
121,9047,1,2,
122,9047,2,2,
123,9047,1,2,
124,9047,1,2,
125,9047,1,2,
126,9047,1,2,
127,9047,1,2,
128,9047,1,2,
129,9047,1,2,
130,9047,1,2,
131,9047,1,2,
132,9047,0,2,
133,8571,1,3,
134,8571,1,3,
135,8571,1,3,
136,8095,1,4,
137,8095,1,4,
138,8095,1,4,
139,8095,1,4,
140,8095,0,4,
141,8095,0,4,
142,7619,0,5,
143,7619,0,5,
144,7619,0,5,
145,7619,0,5,
146,7619,0,5,
147,7619,0,5,
148,7619,0,5,
149,7142,1,6,
150,7142,1,6,
151,7142,1,6,
152,7142,1,6,
153,7142,1,6,
154,7142,1,6,
155,7142,1,6,
156,7142,1,6,
157,7142,1,6,
158,6666,1,7,
159,6666,1,7,
160,6666,1,7,
161,6666,1,7,
162,6666,1,7,
163,6666,1,7,
164,6666,1,7,
165,6666,1,7,
166,6666,1,7,
167,6666,1,7,
168,6666,1,7,
169,6666,1,7,
170,6190,1,8,
171,6190,1,8,
172,6190,1,8,
173,6190,1,8,
174,6190,1,8,
175,6190,1,8,
176,6190,1,8,
177,6190,1,8,
178,6190,1,8,
179,6190,1,8,
180,6190,1,8,
181,6190,0,8,
182,6190,0,8,
183,6190,0,8,
184,6190,0,8,
185,6190,0,8,
186,6190,0,8,
187,6190,0,8,
188,6190,0,8,
189,6190,0,8,
190,6190,0,8,
191,6190,0,8,
192,6190,0,8,
193,6190,0,8,
194,6190,0,8,
195,6190,0,8,
196,6190,0,8,
197,6190,0,8,
198,6190,0,8,
199,6190,0,8,
200,6190,0,8,
201,6190,0,8,
202,6190,0,8,
203,6190,0,8,
204,6190,0,8,
205,6190,0,8,
206,6190,0,8,
207,6190,0,8,
208,5714,1,9,
209,5714,1,9,
210,5714,1,9,
211,5714,1,9,
212,5714,2,9,
213,5714,2,9,
214,5238,2,10,
215,5238,2,10,
216,5238,2,10,
217,5238,2,10,
218,5238,2,10,
219,5238,2,10,
220,4761,3,11,
221,4761,3,11,
222,4761,3,11,
223,4761,3,11,
224,4761,3,11,
225,4761,3,11,
226,4761,3,11,
227,4285,5,12,
228,4285,3,12,
229,4285,2,12,
230,4285,2,12,
231,4285,2,12,
232,3809,2,13,
233,3809,2,13,
234,3809,2,13,
235,3809,2,13,
236,3809,2,13,
237,3333,2,14,
238,3333,2,14,
239,3333,2,14,
240,3333,2,14,
241,3333,2,14,
242,3333,2,14,
243,3333,0,14,
244,3333,0,14,
245,3333,0,14,
246,3333,0,14,
247,3333,0,14,
248,3333,0,14,
249,3333,0,14,
250,3333,0,14,
251,3333,0,14,
252,3333,0,14,
253,3333,0,14,
254,3333,0,14,
255,0,0,21,
