0,0,0,23,
1,0,0,23,
2,0,0,23,
3,-8695,25,23,
4,-62173,152,19,
5,-29565,85,11,
6,-5652,31,10,
7,1304,17,8,
8,-869,23,7,
9,1304,20,5,
10,-1304,27,4,
11,-869,28,2,
12,5217,14,2,
13,4782,15,2,
14,5217,15,1,
15,4347,17,1,
16,5217,15,1,
17,7826,10,0,
18,8260,9,0,
19,8260,9,0,
20,8695,8,0,
21,9565,6,0,
22,10000,5,0,
23,10000,3,0,
24,10000,3,0,
25,10000,2,0,
26,10000,3,0,
27,10000,2,0,
28,10000,1,0,
29,10000,1,0,
30,10000,1,0,
31,10000,1,0,
32,10000,1,0,
33,10000,0,0,
34,10000,0,0,
35,10000,0,0,
36,10000,0,0,
37,10000,0,0,
38,10000,0,0,
39,10000,0,0,
40,10000,0,0,
41,10000,0,0,
42,10000,0,0,
43,10000,0,0,
44,10000,0,0,
45,10000,0,0,
46,10000,0,0,
47,10000,0,0,
48,10000,0,0,
49,10000,0,0,
50,10000,0,0,
51,10000,0,0,
52,10000,0,0,
53,10000,0,0,
54,10000,0,0,
55,10000,0,0,
56,10000,0,0,
57,10000,0,0,
58,10000,0,0,
59,10000,0,0,
60,10000,0,0,
61,10000,0,0,
62,10000,0,0,
63,10000,0,0,
64,10000,0,0,
65,10000,0,0,
66,10000,0,0,
67,10000,0,0,
68,10000,0,0,
69,9565,2,1,
70,9565,2,1,
71,9565,2,1,
72,9565,2,1,
73,9565,2,1,
74,9565,2,1,
75,9130,3,2,
76,9130,3,2,
77,9130,3,2,
78,9130,3,2,
79,9130,2,2,
80,9130,2,2,
81,9130,1,2,
82,8695,1,3,
83,8260,0,4,
84,8260,0,4,
85,8260,0,4,
86,8260,0,4,
87,8260,0,4,
88,8260,0,4,
89,8260,0,4,
90,8260,0,4,
91,8260,0,4,
92,8260,0,4,
93,8260,0,4,
94,7826,0,5,
95,7826,0,5,
96,7826,0,5,
97,7826,0,5,
98,7826,0,5,
99,7826,0,5,
100,7826,0,5,
101,7826,0,5,
102,7826,0,5,
103,7826,0,5,
104,7826,0,5,
105,7826,0,5,
106,7826,0,5,
107,7826,0,5,
108,7826,0,5,
109,7826,0,5,
110,7826,0,5,
111,7826,0,5,
112,7826,0,5,
113,7826,0,5,
114,7826,0,5,
115,7391,0,6,
116,7391,0,6,
117,7391,0,6,
118,7391,0,6,
119,7391,0,6,
120,7391,0,6,
121,7391,0,6,
122,7391,0,6,
123,7391,0,6,
124,7391,0,6,
125,7391,0,6,
126,7391,0,6,
127,6956,0,7,
128,6956,0,7,
129,6956,0,7,
130,6956,0,7,
131,6956,0,7,
132,6956,0,7,
133,6956,0,7,
134,6956,0,7,
135,6956,0,7,
136,6956,0,7,
137,6956,0,7,
138,6956,0,7,
139,6956,0,7,
140,6956,0,7,
141,6956,0,7,
142,6956,0,7,
143,6956,0,7,
144,6956,0,7,
145,6956,0,7,
146,6956,0,7,
147,6956,0,7,
148,6956,0,7,
149,6956,0,7,
150,6956,0,7,
151,6956,0,7,
152,6956,0,7,
153,6956,0,7,
154,6956,0,7,
155,6956,0,7,
156,6956,0,7,
157,6956,0,7,
158,6956,0,7,
159,6956,0,7,
160,6956,0,7,
161,6956,0,7,
162,6956,0,7,
163,6956,0,7,
164,6956,0,7,
165,6521,0,8,
166,6521,0,8,
167,6521,0,8,
168,6521,0,8,
169,6521,0,8,
170,6521,0,8,
171,6521,0,8,
172,6521,0,8,
173,6521,0,8,
174,6521,0,8,
175,6521,0,8,
176,6521,0,8,
177,6521,0,8,
178,6521,0,8,
179,6521,0,8,
180,6521,0,8,
181,6521,0,8,
182,6521,0,8,
183,6521,0,8,
184,6521,0,8,
185,6521,0,8,
186,6521,0,8,
187,6521,0,8,
188,6521,0,8,
189,6521,0,8,
190,6521,0,8,
191,6521,0,8,
192,6521,0,8,
193,6521,0,8,
194,6521,1,8,
195,6521,1,8,
196,6521,1,8,
197,6521,1,8,
198,6521,1,8,
199,6521,1,8,
200,6521,1,8,
201,6521,1,8,
202,6521,1,8,
203,6521,1,8,
204,6521,1,8,
205,6521,1,8,
206,6521,1,8,
207,6521,1,8,
208,6521,1,8,
209,6521,1,8,
210,6521,1,8,
211,6521,1,8,
212,6521,1,8,
213,6521,1,8,
214,6521,1,8,
215,6521,2,8,
216,6521,2,8,
217,6086,3,9,
218,6086,3,9,
219,6086,3,9,
220,6086,3,9,
221,6086,3,9,
222,6086,3,9,
223,6086,2,9,
224,6086,2,9,
225,6086,2,9,
226,6086,2,9,
227,6086,2,9,
228,6086,2,9,
229,6086,2,9,
230,6086,1,9,
231,6086,1,9,
232,6086,1,9,
233,6086,1,9,
234,6086,1,9,
235,6086,1,9,
236,6086,1,9,
237,6086,1,9,
238,6086,1,9,
239,6086,1,9,
240,6086,1,9,
241,5652,2,10,
242,5652,2,10,
243,5652,2,10,
244,5652,2,10,
245,5652,2,10,
246,5652,2,10,
247,5652,2,10,
248,5652,2,10,
249,5652,2,10,
250,5652,2,10,
251,5652,2,10,
252,5652,2,10,
253,5652,2,10,
254,5652,2,10,
255,0,0,23,
